stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\migue\OneDrive\Área de Trabalho\TrabalhoDePi\Quimic-Lab\Jogo 2D\x64\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14674] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14678] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.14681] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.14683] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.14687] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.14690] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.14693] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.14705] added dtor for bitmap 000001A54D6185D0, func 00007FF89A77118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.14746] opening fontes/fonte2.ttf rb
font     D                ttf.c:973  al_load_ttf_font_stretch_f       [   0.14765] Font fontes/fonte2.ttf loaded with pixel size 0 x 20.
font     D                ttf.c:975  al_load_ttf_font_stretch_f       [   0.14770]     ascent=24.0, descent=-7.0, height=30.0
dtor     D               dtor.c:196  _al_register_destructor          [   0.14776] added dtor for ttf_font 000001A54D6162A0, func 00007FF8ADE6128F
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.14986] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.14992] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15099] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15105] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15129] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15135] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15161] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15167] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15445] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15452] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15477] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15483] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15505] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15511] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15541] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15546] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15575] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15581] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15607] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15612] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.15642] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.15646] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.54561] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.54574] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.54579] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.54584] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.54587] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.54592] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.54596] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.54600] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.54606] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.54611] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.54617] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.54622] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.54627] Chose bitmap format 9
font     D                ttf.c:243  alloc_glyph_region               [   0.54680] Glyph 159: 19x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.54686] Locking glyph region: 000001A54D620B30 0 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.54729] Unlocking page: 000001A54D620B30
font     D                ttf.c:243  alloc_glyph_region               [   0.54740] Glyph 281: 10x22 (12x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.54746] Locking glyph region: 000001A54D620B30 20 0 12 24
font     D                ttf.c:167  unlock_current_page              [   0.54761] Unlocking page: 000001A54D620B30
font     D                ttf.c:243  alloc_glyph_region               [   0.54771] Glyph 316: 15x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.54776] Locking glyph region: 000001A54D620B30 32 0 16 20
font     D                ttf.c:167  unlock_current_page              [   0.54785] Unlocking page: 000001A54D620B30
font     D                ttf.c:243  alloc_glyph_region               [   0.54793] Glyph 225: 18x17 (20x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.54798] Locking glyph region: 000001A54D620B30 48 0 20 20
font     D                ttf.c:167  unlock_current_page              [   0.54805] Unlocking page: 000001A54D620B30
font     D                ttf.c:243  alloc_glyph_region               [   0.54813] Glyph 267: 16x22 (16x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.54818] Locking glyph region: 000001A54D620B30 68 0 16 24
font     D                ttf.c:167  unlock_current_page              [   0.54825] Unlocking page: 000001A54D620B30
font     D                ttf.c:243  alloc_glyph_region               [   0.54834] Glyph 344: 15x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.54839] Locking glyph region: 000001A54D620B30 84 0 16 20
font     D                ttf.c:167  unlock_current_page              [   0.54847] Unlocking page: 000001A54D620B30
font     D                ttf.c:243  alloc_glyph_region               [   0.54856] Glyph 253: 15x17 (16x20)
font     D                ttf.c:287  alloc_glyph_region               [   0.54861] Locking glyph region: 000001A54D620B30 100 0 16 20
font     D                ttf.c:167  unlock_current_page              [   0.54867] Unlocking page: 000001A54D620B30
font     D                ttf.c:471  cache_glyph                      [   0.54873] Glyph 3 has zero size.
font     D                ttf.c:243  alloc_glyph_region               [   0.54878] Glyph 1062: 11x26 (12x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.54883] Locking glyph region: 000001A54D620B30 116 0 12 28
font     D                ttf.c:167  unlock_current_page              [   0.54891] Unlocking page: 000001A54D620B30
font     D                ttf.c:243  alloc_glyph_region               [   0.54898] Glyph 26: 19x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.54903] Locking glyph region: 000001A54D620B30 128 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.54910] Unlocking page: 000001A54D620B30
font     D                ttf.c:243  alloc_glyph_region               [   0.54917] Glyph 61: 18x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.54922] Locking glyph region: 000001A54D620B30 148 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.54928] Unlocking page: 000001A54D620B30
font     D                ttf.c:243  alloc_glyph_region               [   0.54937] Glyph 537: 17x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.54942] Locking glyph region: 000001A54D620B30 168 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.54950] Unlocking page: 000001A54D620B30
font     D                ttf.c:243  alloc_glyph_region               [   0.54960] Glyph 110: 20x21 (20x24)
font     D                ttf.c:287  alloc_glyph_region               [   0.54964] Locking glyph region: 000001A54D620B30 188 0 20 24
font     D                ttf.c:167  unlock_current_page              [   0.54972] Unlocking page: 000001A54D620B30
font     D                ttf.c:243  alloc_glyph_region               [   0.54980] Glyph 1063: 11x26 (12x28)
font     D                ttf.c:287  alloc_glyph_region               [   0.54985] Locking glyph region: 000001A54D620B30 208 0 12 28
font     D                ttf.c:167  unlock_current_page              [   0.54993] Unlocking page: 000001A54D620B30
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.55031] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.55037] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.83962] opening imagens/seta.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.83999] opening imagens/seta.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84018] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84024] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84029] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84034] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84040] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84044] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84049] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84053] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84056] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.84061] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.84067] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.84072] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.84077] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.84100] added dtor for bitmap 000001A54D6EEA00, func 00007FF89A77118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.84125] opening imagens/acerteVerde.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.84143] opening imagens/acerteVerde.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84154] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84159] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84164] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84169] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84174] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84179] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84184] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84188] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84191] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.84194] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.84197] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.84202] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.84208] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.84236] added dtor for bitmap 000001A54D6207F0, func 00007FF89A77118B
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.84306] opening imagens/botaoAdicionar.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.84320] opening imagens/botaoAdicionar.png rb
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84332] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84338] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84343] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84348] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84352] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84356] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84361] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84366] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.84372] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.84377] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.84382] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.84386] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.84392] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.84414] added dtor for bitmap 000001A54FECD540, func 00007FF89A77118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.84517] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.84525] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.84627] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.84634] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.84673] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.84679] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   4.22590] removed dtor for bitmap 000001A54D6EEA00
dtor     D               dtor.c:227  _al_unregister_destructor        [   4.22657] removed dtor for bitmap 000001A54D6207F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   4.22696] removed dtor for bitmap 000001A54FECD540
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.67080] removed dtor for bitmap 000001A54D618110
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.67142] removed dtor for bitmap 000001A54D617440
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.67256] removed dtor for bitmap 000001A54D619070
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.67277] removed dtor for bitmap 000001A54D617800
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.67294] removed dtor for queue 000001A54A3BC1B0
d3d      I         d3d_disp.cpp:910  d3d_destroy_display              [   7.67300] destroying display 000001A548818570 (current 0000000000000000)
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   7.67622] converting display bitmap 000001A54D620B30 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   7.67646] added dtor for bitmap 000001A54D617800, func 00007FF89A77118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   7.67651] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   7.67658] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.67720] removed dtor for bitmap 000001A54D617800
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   7.67769] converting display bitmap 000001A54D6185D0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   7.67775] added dtor for bitmap 000001A54D6E8A80, func 00007FF89A77118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   7.67779] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   7.67784] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.67809] removed dtor for bitmap 000001A54D6E8A80
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   7.67836] converting display bitmap 000001A54D6189B0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   7.67846] added dtor for bitmap 000001A54D6E8A80, func 00007FF89A77118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   7.67851] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   7.67856] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.67887] removed dtor for bitmap 000001A54D6E8A80
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   7.67911] converting display bitmap 000001A54D617220 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   7.67919] added dtor for bitmap 000001A54D6E8A80, func 00007FF89A77118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   7.67924] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   7.67929] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.67950] removed dtor for bitmap 000001A54D6E8A80
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   7.67971] converting display bitmap 000001A54D6212E0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   7.67982] added dtor for bitmap 000001A54D6E8A80, func 00007FF89A77118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   7.67987] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   7.67993] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.68017] removed dtor for bitmap 000001A54D6E8A80
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   7.68040] converting display bitmap 000001A54D6183E0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   7.68045] added dtor for bitmap 000001A54D6E8A80, func 00007FF89A77118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   7.68049] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   7.68055] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.68069] removed dtor for bitmap 000001A54D6E8A80
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   7.68089] converting display bitmap 000001A54D620D50 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   7.68095] added dtor for bitmap 000001A54D6E8A80, func 00007FF89A77118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   7.68100] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   7.68104] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.68125] removed dtor for bitmap 000001A54D6E8A80
bitmap   D        bitmap_type.c:308  _al_convert_to_memory_bitmap     [   7.68143] converting display bitmap 000001A54D6215B0 to memory bitmap
dtor     D               dtor.c:196  _al_register_destructor          [   7.68151] added dtor for bitmap 000001A54D6E8A80, func 00007FF89A77118B
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   7.68155] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   7.68162] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.68179] removed dtor for bitmap 000001A54D6E8A80
d3d      D         d3d_disp.cpp:894  d3d_destroy_display_internals    [   7.68198] waiting for display 000001A548818570's thread to end
d3d      W         d3d_disp.cpp:603  d3d_destroy_device               [   7.68806] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1557 d3d_display_thread_proc          [   7.69376] d3d display thread exits
dtor     D               dtor.c:116  _al_run_destructors              [   7.69423] calling dtor for ttf_font 000001A54D6162A0, func 00007FF8ADE6128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.69430] removed dtor for ttf_font 000001A54D6162A0
dtor     D               dtor.c:116  _al_run_destructors              [   7.69461] calling dtor for bitmap 000001A54D6185D0, func 00007FF89A77118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.69467] removed dtor for bitmap 000001A54D6185D0
dtor     D               dtor.c:116  _al_run_destructors              [   7.69474] calling dtor for bitmap 000001A54D6189B0, func 00007FF89A77118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.69479] removed dtor for bitmap 000001A54D6189B0
dtor     D               dtor.c:116  _al_run_destructors              [   7.69493] calling dtor for bitmap 000001A54D617220, func 00007FF89A77118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.69499] removed dtor for bitmap 000001A54D617220
dtor     D               dtor.c:116  _al_run_destructors              [   7.69505] calling dtor for bitmap 000001A54D6212E0, func 00007FF89A77118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.69510] removed dtor for bitmap 000001A54D6212E0
dtor     D               dtor.c:116  _al_run_destructors              [   7.69520] calling dtor for bitmap 000001A54D6183E0, func 00007FF89A77118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.69526] removed dtor for bitmap 000001A54D6183E0
dtor     D               dtor.c:116  _al_run_destructors              [   7.69532] calling dtor for bitmap 000001A54D620D50, func 00007FF89A77118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.69537] removed dtor for bitmap 000001A54D620D50
dtor     D               dtor.c:116  _al_run_destructors              [   7.69543] calling dtor for bitmap 000001A54D6215B0, func 00007FF89A77118B
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.69548] removed dtor for bitmap 000001A54D6215B0
dtor     D               dtor.c:116  _al_run_destructors              [   7.69557] calling dtor for timer 000001A54A3678B0, func 00007FF89A771050
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.69562] removed dtor for timer 000001A54A3678B0
dtor     D               dtor.c:116  _al_run_destructors              [   7.69568] calling dtor for ttf_font 000001A54D587F80, func 00007FF8ADE6128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.69573] removed dtor for ttf_font 000001A54D587F80
dtor     D               dtor.c:116  _al_run_destructors              [   7.69618] calling dtor for ttf_font 000001A54D587570, func 00007FF8ADE6128F
dtor     D               dtor.c:227  _al_unregister_destructor        [   7.69625] removed dtor for ttf_font 000001A54D587570
